,Date,Price
0,2023-06-26,[103.74054718017578]
1,2023-06-27,[103.29402160644531]
2,2023-06-28,[103.08153533935547]
3,2023-06-29,[103.70587921142578]
4,2023-06-30,[103.44633483886719]
5,2023-07-03,[103.4588623046875]
6,2023-07-04,[103.74264526367188]
7,2023-07-05,[103.6189956665039]
8,2023-07-06,[103.68411254882812]
9,2023-07-07,[103.81462097167969]
