,Date,Price
0,2023-06-26,[51.53413009643555]
1,2023-06-27,[52.232940673828125]
2,2023-06-28,[52.17282485961914]
3,2023-06-29,[52.73866271972656]
4,2023-06-30,[53.173851013183594]
5,2023-07-03,[53.28752517700195]
6,2023-07-04,[53.72339630126953]
7,2023-07-05,[54.0218620300293]
8,2023-07-06,[54.19581985473633]
9,2023-07-07,[54.515716552734375]
