,Date,Price
0,2023-06-26,[11.445919036865234]
1,2023-06-27,[11.167566299438477]
2,2023-06-28,[10.870368003845215]
3,2023-06-29,[10.563225746154785]
4,2023-06-30,[10.291748046875]
5,2023-07-03,[10.009267807006836]
6,2023-07-04,[9.730236053466797]
7,2023-07-05,[9.471146583557129]
8,2023-07-06,[9.208308219909668]
9,2023-07-07,[8.953278541564941]
