,Date,Price
0,2023-06-26,[31.611467361450195]
1,2023-06-27,[31.48733901977539]
2,2023-06-28,[31.369953155517578]
3,2023-06-29,[30.394868850708008]
4,2023-06-30,[30.246416091918945]
5,2023-07-03,[29.951448440551758]
6,2023-07-04,[29.25735855102539]
7,2023-07-05,[29.070451736450195]
8,2023-07-06,[28.723934173583984]
9,2023-07-07,[28.21668243408203]
