,Date,Price
0,2023-06-26,[428.6849060058594]
1,2023-06-27,[428.2206726074219]
2,2023-06-28,[430.5279235839844]
3,2023-06-29,[433.595947265625]
4,2023-06-30,[434.2052307128906]
5,2023-07-03,[436.6329650878906]
6,2023-07-04,[438.9856262207031]
7,2023-07-05,[440.2690124511719]
8,2023-07-06,[442.6204833984375]
9,2023-07-07,[444.69854736328125]
