,Date,Price
0,2023-06-26,[38.423683166503906]
1,2023-06-27,[38.198631286621094]
2,2023-06-28,[37.919979095458984]
3,2023-06-29,[37.92912292480469]
4,2023-06-30,[37.70115661621094]
5,2023-07-03,[37.49824523925781]
6,2023-07-04,[37.43314743041992]
7,2023-07-05,[37.22054672241211]
8,2023-07-06,[37.052738189697266]
9,2023-07-07,[36.9441032409668]
