,Date,Price
0,2023-06-26,[90.96358489990234]
1,2023-06-27,[90.92606353759766]
2,2023-06-28,[91.32144165039062]
3,2023-06-29,[93.05001068115234]
4,2023-06-30,[93.20195007324219]
5,2023-07-03,[93.83843994140625]
6,2023-07-04,[94.95538330078125]
7,2023-07-05,[95.25116729736328]
8,2023-07-06,[95.91307830810547]
9,2023-07-07,[96.70214080810547]
