,Date,Price
0,2023-06-26,[50.907188415527344]
1,2023-06-27,[50.912353515625]
2,2023-06-28,[50.563697814941406]
3,2023-06-29,[50.90499496459961]
4,2023-06-30,[50.841278076171875]
5,2023-07-03,[50.70527648925781]
6,2023-07-04,[50.89448928833008]
7,2023-07-05,[50.831966400146484]
8,2023-07-06,[50.790794372558594]
9,2023-07-07,[50.89091873168945]
